Country Name,Country Code,Series Name,Series Code,1996 [YR1996],1998 [YR1998],2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Bulgaria,BGR,Rule of Law: Estimate,RL.EST,-0.344958007,-0.222114488,-0.123777077,-0.056049991,-0.171991765,-0.118167765,-0.108557619,-0.108846173,-0.057684425,-0.121088021,-0.040312354,-0.097061358,-0.141564161,-0.115051359,-0.147228062,-0.081918642,-0.159006894,-0.139942423,-0.124983504,-0.105625674,-0.036942877,-0.127281368,-0.068356052,-0.107211575
Bulgaria,BGR,Voice and Accountability: Estimate,VA.EST,0.428986371,0.437017411,0.46049878,0.528531253,0.545891941,0.569690168,0.59489274,0.577117205,0.690935314,0.577976346,0.560471177,0.531482577,0.450080156,0.400915593,0.337270796,0.366481721,0.432587624,0.402202278,0.429834396,0.365130007,0.354615122,0.259695321,0.284617066,0.285204858
Burkina Faso,BFA,Control of Corruption: Estimate,CC.EST,0.111519091,0.09559004,0.124697194,0.120319605,-0.107514307,-0.149054155,-0.105527252,-0.310118109,-0.329598039,-0.309015125,-0.345606595,-0.356885225,-0.378650427,-0.482446641,-0.525301456,-0.466464132,-0.298838139,-0.169851243,-0.138816744,-0.131240994,-0.220120952,-0.122583754,-0.083034024,-0.08361081
Burkina Faso,BFA,Government Effectiveness: Estimate,GE.EST,-0.928940415,-0.918438375,-0.783201575,-0.846448183,-0.812532127,-0.696795464,-0.604898989,-0.800563574,-0.770006239,-0.530283988,-0.617469728,-0.589095712,-0.568243742,-0.632368386,-0.669115603,-0.591447771,-0.690876186,-0.637808084,-0.63903302,-0.64393878,-0.778358161,-0.707874298,-0.763961494,-0.825155377
Burkina Faso,BFA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.300746202,-0.112211242,0.059820332,-0.306921244,0.067120068,-0.081237517,-0.062652916,0.155799553,0.307008684,0.118724599,0.034040287,-0.117637143,-0.555381477,-0.573129237,-0.763390124,-0.787128568,-0.609127343,-0.868710697,-0.927885592,-1.060256481,-1.30215323,-1.537941337,-1.642869711,-1.782517433
Burkina Faso,BFA,Regulatory Quality: Estimate,RQ.EST,-0.295270145,-0.230121166,-0.157018542,-0.137807384,-0.361612886,-0.329019099,-0.456178695,-0.396016359,-0.313472509,-0.229373604,-0.141745225,-0.208372116,-0.205170572,-0.139083847,-0.197507471,-0.340953946,-0.424238205,-0.447476685,-0.480564415,-0.40524897,-0.422923088,-0.482700348,-0.48016727,-0.468305677
Burkina Faso,BFA,Rule of Law: Estimate,RL.EST,-0.933221638,-0.912859261,-0.732384086,-0.799848557,-0.624177575,-0.535743415,-0.500521123,-0.433823466,-0.395825952,-0.344681531,-0.204172462,-0.194905058,-0.350398898,-0.4258551,-0.526613951,-0.545646906,-0.541016102,-0.454765856,-0.414195448,-0.458880723,-0.465154022,-0.468150288,-0.464600652,-0.60767895
Burkina Faso,BFA,Voice and Accountability: Estimate,VA.EST,-0.533439755,-0.396195322,-0.230154827,-0.387816608,-0.30972442,-0.433708817,-0.44652009,-0.34183386,-0.307009161,-0.283480763,-0.289741963,-0.252949893,-0.280185431,-0.304970831,-0.255426079,-0.352517307,-0.114109591,0.013836443,0.064944439,-0.061017469,-0.207359269,-0.187733844,-0.118603125,-0.633902013
Burundi,BDI,Control of Corruption: Estimate,CC.EST,-0.680634856,-0.681749761,-0.82470423,-0.759896934,-0.874153018,-0.97840488,-0.95718044,-1.101503611,-1.166984916,-1.088232398,-1.132561207,-1.168900132,-1.208371162,-1.468606353,-1.426113844,-1.267834663,-1.28679204,-1.278321862,-1.31923759,-1.478066683,-1.496806622,-1.562949181,-1.599391341,-1.518141747
Burundi,BDI,Government Effectiveness: Estimate,GE.EST,-1.662423134,-1.601484895,-1.412281871,-1.502607822,-1.490272999,-1.238428354,-1.242520928,-1.110876799,-1.280528307,-1.135566115,-1.066739202,-1.124709845,-1.084920645,-1.309405923,-1.070221066,-1.150710464,-1.236774683,-1.483549237,-1.382489681,-1.449707508,-1.374779701,-1.302272558,-1.357401729,-1.262840748
Burundi,BDI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.11674881,-2.29753232,-2.014070749,-2.284772396,-2.244831324,-2.522759676,-1.523378015,-1.427773476,-1.377925158,-1.636498332,-1.271442652,-1.625959396,-1.807200432,-1.70473814,-1.350277543,-0.784407139,-1.937446117,-1.964375138,-2.002573967,-1.570218563,-1.624993443,-1.542314768,-1.258357525,-1.188869476
Burundi,BDI,Regulatory Quality: Estimate,RQ.EST,-1.641464949,-1.575171113,-1.136425018,-1.214292169,-1.20160675,-1.191961408,-1.337775469,-1.189755201,-1.228424907,-1.240296006,-1.167749643,-1.122368693,-1.020373702,-0.952941537,-0.900794625,-0.733122706,-0.755148113,-0.854655147,-0.871142566,-1.009911776,-0.991803586,-1.06177187,-1.0019871,-0.947485685
Burundi,BDI,Rule of Law: Estimate,RL.EST,-1.416120291,-1.37878561,-1.568517089,-1.398002028,-1.484030128,-1.479950547,-1.128466725,-0.98323828,-1.078666925,-1.038100004,-1.159935355,-1.205401063,-1.153804302,-1.083929777,-1.076438308,-0.970426798,-1.185967684,-1.484841824,-1.41499579,-1.513906837,-1.453600526,-1.339616895,-1.312593341,-1.277139783
Burundi,BDI,Voice and Accountability: Estimate,VA.EST,-1.549572229,-1.44287765,-1.489835978,-1.164891243,-1.177996397,-1.281000972,-0.634234488,-0.723143578,-0.714045227,-0.685290635,-0.689463794,-0.942692876,-0.927631795,-0.894518375,-0.953051269,-1.042564631,-1.27204144,-1.555478096,-1.575841904,-1.669483781,-1.723770499,-1.526869416,-1.402987719,-1.387992978
Cabo Verde,CPV,Control of Corruption: Estimate,CC.EST,1.143337369,1.15506649,1.127157092,0.495939344,0.478955358,0.338964373,0.590595901,0.838406205,0.918705285,0.900168598,0.892971933,0.877152562,0.924242795,0.885680318,0.851895511,0.97090441,0.929523051,0.844319046,0.798005223,0.75564152,0.851036787,0.845997393,1.016948581,0.983122945
Cabo Verde,CPV,Government Effectiveness: Estimate,GE.EST,..,..,..,-0.270427465,-0.283033073,-0.347504288,-0.23593834,-0.030450098,0.2858527,-0.02914523,-0.083322749,-0.10074424,0.079263128,0.053455755,0.041959696,0.037420806,0.16813314,0.113299571,0.143416241,0.340959072,0.278715849,0.197070047,-0.001368927,-0.026202837
Cabo Verde,CPV,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.035551429,1.113963246,1.223599792,0.72962153,0.918948591,1.039301276,0.754638612,0.962325037,0.877260089,0.813386321,0.818449318,0.840972781,0.722605228,0.809086382,0.777999878,0.350779146,0.855819821,0.87119019,0.762864292,0.833078504,0.859521031,0.874160886,0.894233108,0.929428399
Cabo Verde,CPV,Regulatory Quality: Estimate,RQ.EST,-0.53226763,-0.454855204,-0.016364954,-0.259639919,-0.282602161,-0.462027729,-0.365165055,-0.287643552,-0.326841533,-0.188693181,-0.05580043,-0.146439359,0.000159229,0.019716209,-0.115504146,-0.24127388,-0.162442341,-0.194087252,-0.073760107,-0.036307488,-0.024774076,0.160896987,0.268863976,0.263682216
Cabo Verde,CPV,Rule of Law: Estimate,RL.EST,1.044188142,0.672074854,0.638421953,0.267433614,0.256376088,0.341849148,0.374146014,0.640256405,0.610765517,0.57134515,0.532929718,0.463277847,0.506770432,0.514070094,0.551252127,0.66221118,0.56853348,0.285072565,0.35612604,0.39301616,0.452138633,0.433581084,0.331181914,0.36523217
Cabo Verde,CPV,Voice and Accountability: Estimate,VA.EST,0.937576175,0.934504032,0.803981602,0.691441357,0.594847262,0.649413288,0.441597372,0.782895863,0.863329768,0.937762976,0.891080618,0.89467752,0.970096409,0.93871963,0.916024446,0.955262125,0.942406356,0.974187255,0.964155018,0.975099623,0.947817028,0.910778642,0.928584516,0.935108244
Cambodia,KHM,Control of Corruption: Estimate,CC.EST,-1.019842386,-0.988311708,-0.967182696,-0.990784228,-0.989836037,-1.058346272,-1.223739982,-1.260385513,-1.151689529,-1.241710544,-1.181240082,-1.249007821,-1.255649567,-1.080681562,-1.063721895,-1.146749973,-1.153123736,-1.301330924,-1.317361832,-1.356795192,-1.323165655,-1.271122456,-1.197489381,-1.24149859
Cambodia,KHM,Government Effectiveness: Estimate,GE.EST,-0.724763095,-0.874252379,-0.897491276,-0.807996273,-0.918026567,-0.907455146,-1.002112627,-0.981054723,-0.912372172,-1.00112021,-0.960240483,-0.962633252,-0.872488141,-0.821808159,-0.912537575,-0.698205411,-0.743951738,-0.743826747,-0.696423292,-0.600180507,-0.623606086,-0.451601684,-0.478109896,-0.351662397
Cambodia,KHM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.104553103,-1.264929175,-0.77603066,-0.722165346,-0.652008533,-0.407748282,-0.393915474,-0.345979184,-0.363606304,-0.298690915,-0.560373843,-0.50098443,-0.304419667,-0.103577204,-0.136436149,0.023174802,0.063348144,0.20619081,0.093508989,0.110811263,-0.075531386,-0.209088624,-0.131573156,-0.036172446
Cambodia,KHM,Regulatory Quality: Estimate,RQ.EST,-0.227968425,-0.1639525,-0.159286216,-0.19533518,-0.420781255,-0.456693709,-0.533687413,-0.616633773,-0.493607432,-0.461728305,-0.495730013,-0.491047919,-0.591842175,-0.355143368,-0.352435142,-0.439880818,-0.549874783,-0.493561119,-0.521386206,-0.536904514,-0.609220564,-0.661108851,-0.686099589,-0.709801018
Cambodia,KHM,Rule of Law: Estimate,RL.EST,-1.194368839,-1.17863512,-1.08395493,-1.162861705,-1.155108333,-1.214471936,-1.241782188,-1.238224626,-1.145186782,-1.155679584,-1.123961687,-1.123091936,-1.050488114,-0.98134619,-1.007445931,-0.954109788,-0.996449172,-1.080978751,-1.07539475,-1.134575367,-0.954869926,-0.963570416,-0.919126272,-0.866584659
Cambodia,KHM,Voice and Accountability: Estimate,VA.EST,-0.74947238,-0.815465987,-0.780782819,-0.740299761,-0.899962723,-0.870825171,-1.017338395,-0.931646049,-0.927987039,-0.971139133,-0.913421929,-0.927240491,-0.914128304,-0.961479783,-0.980927289,-1.107745647,-1.122608662,-1.105340958,-1.15467155,-1.232750416,-1.21988368,-1.356537819,-1.433532953,-1.309167027
Cameroon,CMR,Control of Corruption: Estimate,CC.EST,-1.334984779,-1.313288569,-1.32529211,-1.209111929,-0.981341302,-1.125436306,-1.199409604,-1.091455698,-1.033044815,-1.034228325,-1.020551085,-1.07531774,-1.16692555,-1.27243948,-1.21758461,-1.178454518,-1.0961833,-1.178884864,-1.225612164,-1.162674546,-1.218713284,-1.140349984,-1.117182374,-1.127934813
Cameroon,CMR,Government Effectiveness: Estimate,GE.EST,-1.080202699,-0.826229513,-0.823291063,-0.911196768,-0.842919767,-0.810298979,-0.931051731,-0.972049713,-0.854186416,-0.828287125,-0.853785098,-0.903040051,-0.894476116,-0.905474782,-0.925010026,-0.81207794,-0.833250225,-0.822241187,-0.861996114,-0.857515574,-0.866170049,-0.931451499,-0.90432471,-0.881544709
Cameroon,CMR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.956391931,-0.784960151,-0.564015806,-0.67726481,-0.429470658,-0.359356344,-0.182024568,-0.24470523,-0.326108962,-0.55211091,-0.474782139,-0.736971438,-0.66168797,-0.588517427,-0.532237291,-1.059252381,-0.989914,-1.061213017,-1.091504693,-1.401759028,-1.561764836,-1.513643622,-1.394035697,-1.352949023
Cameroon,CMR,Regulatory Quality: Estimate,RQ.EST,-1.122349262,-0.90652889,-0.820246458,-1.02413702,-0.9727934,-0.720635176,-0.912781835,-0.842229605,-0.836638272,-0.818746328,-0.769573271,-0.753017664,-0.810016274,-0.931122065,-0.959768236,-0.898471713,-0.936662197,-0.809304059,-0.848017097,-0.812619865,-0.847178757,-0.830199361,-0.934422612,-0.898889482
Cameroon,CMR,Rule of Law: Estimate,RL.EST,-1.441894889,-1.138637066,-1.192747235,-1.265375614,-1.163299561,-1.173222542,-1.190440297,-1.16298461,-1.185816526,-1.10583663,-1.130954266,-1.079244137,-1.080898523,-1.042930365,-1.058035612,-0.89759171,-0.998011053,-1.058609724,-1.052671194,-1.102895379,-1.143522501,-1.168966174,-1.117601871,-1.045376182
Cameroon,CMR,Voice and Accountability: Estimate,VA.EST,-0.938624918,-1.063615322,-1.060406923,-1.097048998,-1.060005665,-0.974191248,-1.034067273,-1.023897529,-1.04956615,-1.067795634,-1.040355802,-1.058274269,-1.033121347,-1.021580935,-1.036896467,-0.944473267,-0.954277456,-1.03098774,-1.051755071,-1.129023314,-1.211602569,-1.207354903,-1.161666274,-1.148244619
Canada,CAN,Control of Corruption: Estimate,CC.EST,2.031407595,2.034210443,2.049319029,1.982231498,1.931292057,1.805866241,1.86970067,1.952794552,1.99088037,1.987721443,2.051796675,2.061873198,1.971133471,1.918904424,1.879342556,1.832427263,1.845864892,1.944438457,1.880703807,1.789857745,1.729976535,1.565556288,1.616529822,1.658579826
Canada,CAN,Government Effectiveness: Estimate,GE.EST,1.742363691,1.877301693,1.849078655,1.860855937,1.924679995,1.900697708,1.882459402,1.892113328,1.75481534,1.782482386,1.742083311,1.777826786,1.772545457,1.756970048,1.781250119,1.754353166,1.731752515,1.745492697,1.815371752,1.675177932,1.697395086,1.598744869,1.563524604,1.567070484
Canada,CAN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.234051704,0.950881243,1.167526841,1.218031764,1.053076744,0.876447499,0.82872504,1.034956574,1.007010698,1.041372657,1.127075911,0.936318219,1.077175736,1.113016248,1.061421752,1.17550385,1.26233685,1.240411639,1.089679599,0.963774383,0.994817913,1.013104677,0.962195992,0.772814035
Canada,CAN,Regulatory Quality: Estimate,RQ.EST,1.488290906,1.53667593,1.464474559,1.53391695,1.52460897,1.616421103,1.565749764,1.558656931,1.606389523,1.650943518,1.696578741,1.693430305,1.684840202,1.707194686,1.729890943,1.838725328,1.706058025,1.727414131,1.879201412,1.699419856,1.710002422,1.592589736,1.613764048,1.677092791
Canada,CAN,Rule of Law: Estimate,RL.EST,1.647254705,1.714995384,1.665486097,1.661396027,1.697056532,1.68714726,1.6501472,1.801083326,1.797100186,1.796393037,1.796726704,1.798590422,1.727119923,1.756421208,1.747499347,1.886384726,1.807273388,1.801364541,1.762530088,1.715095401,1.719728947,1.618298292,1.593748927,1.566220164
Canada,CAN,Voice and Accountability: Estimate,VA.EST,1.566335797,1.55141294,1.531965375,1.499053836,1.547556758,1.668454528,1.506879449,1.415594816,1.384671569,1.40752852,1.401895523,1.352658749,1.380144596,1.437505364,1.453486681,1.412388206,1.467146516,1.44514811,1.477728963,1.501851201,1.429908872,1.471053362,1.445782304,1.434968352
Cayman Islands,CYM,Control of Corruption: Estimate,CC.EST,1.318143249,1.334758759,1.313403845,1.310743809,1.33278954,1.259595275,1.269663095,1.25131321,1.26187098,0.797165334,1.109147549,1.121295571,1.344402432,1.346243501,1.351891994,1.014231563,0.973423421,0.482424229,0.48127076,0.45631215,0.428329825,0.43935883,0.468788922,0.457741022
Cayman Islands,CYM,Government Effectiveness: Estimate,GE.EST,1.926781178,1.904163122,1.888262868,1.90083611,1.34903717,1.25668025,1.287598014,1.27981782,1.246601224,1.270924687,1.264180064,1.246453404,1.236430407,1.247588158,1.221326232,1.175492764,1.130809546,1.140937567,1.182119608,1.158082008,1.125267744,1.075224519,1.239643097,1.262335181
Cayman Islands,CYM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.717076898,0.728511989,0.713235021,0.792559922,0.851720035,1.234749317,1.189666033,1.104799986,1.085738063,1.112509608,1.09262681,1.149637938,1.336360812,0.959384382,1.017615318,1.04634726,1.1286937,1.1407758,1.162609696,1.110623479,1.401382208,1.456373334,1.624580383,1.649437666
Cayman Islands,CYM,Regulatory Quality: Estimate,RQ.EST,1.026670456,1.009523869,1.223143578,1.422462821,1.414684296,1.462506533,1.359160781,1.34977591,1.378267288,1.146645427,1.162789583,1.157036424,1.135535717,1.102402806,1.111847997,0.848234236,0.798683226,0.774339616,0.740382195,0.966315627,0.970051646,1.045568824,1.052494287,1.085572481
Cayman Islands,CYM,Rule of Law: Estimate,RL.EST,1.459768295,1.460960031,1.491396904,1.469418406,1.228445053,1.143317938,0.847438395,1.069221497,1.090919852,1.117979527,0.890962958,0.894479394,0.876532793,0.890999794,0.895805478,0.586509824,0.783619344,0.764758408,0.744137228,0.739916861,0.733900785,0.727434754,0.741474807,0.721195281
Cayman Islands,CYM,Voice and Accountability: Estimate,VA.EST,1.620618224,1.60065186,1.59120369,1.57331872,0.963297606,0.877797484,0.903781235,0.782868326,0.744717002,0.746175408,0.558976114,0.577670872,0.579870045,0.574214995,0.548934817,0.473154336,0.469175249,0.474954337,0.485498071,0.472064346,0.468620896,0.49604407,0.759853065,0.752333164
Central African Republic,CAF,Control of Corruption: Estimate,CC.EST,-1.140931249,-1.122683883,-1.19889617,-0.979822814,-1.020734549,-1.477273107,-1.302766085,-1.219142318,-1.210953355,-1.137276769,-0.988850176,-0.9376055,-0.967538118,-1.005531907,-1.096233726,-1.166350484,-1.326884508,-1.305346489,-1.200072527,-1.233191371,-1.233961463,-1.294777036,-1.24628365,-1.24606657
Central African Republic,CAF,Government Effectiveness: Estimate,GE.EST,-1.406051278,-1.351081371,-1.412281871,-1.382853866,-1.19755888,-1.324392915,-1.584195971,-1.474969029,-1.528513432,-1.372090578,-1.396481991,-1.393128991,-1.313111782,-1.453209877,-1.625114918,-1.879460335,-1.810121775,-1.806020021,-1.793202519,-1.735271692,-1.780198097,-1.728578925,-1.672059417,-1.709396243
Central African Republic,CAF,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.211729646,-1.141749382,-1.12044251,-1.733406186,-1.538873434,-1.424244881,-1.427994967,-1.851551533,-1.857264042,-1.843814135,-1.903989911,-2.020625353,-1.789389133,-1.852922916,-2.154896736,-2.699193239,-1.89358747,-1.779548764,-1.993532181,-2.172087193,-2.13577795,-2.236208916,-2.12673974,-2.162472963
Central African Republic,CAF,Regulatory Quality: Estimate,RQ.EST,-0.891484022,-0.881181359,-0.900468171,-0.977119625,-1.119567871,-1.201090693,-1.317781329,-1.270379066,-1.265753269,-1.194054246,-1.257949591,-1.162961602,-1.197331548,-1.073146105,-1.169390798,-1.389235854,-1.443189144,-1.416793942,-1.500687957,-1.394326091,-1.383874416,-1.502297163,-1.509714484,-1.474184155
Central African Republic,CAF,Rule of Law: Estimate,RL.EST,-1.152381301,-1.166547298,-1.375956655,-0.955280721,-1.433038116,-1.562012315,-1.451329947,-1.544903755,-1.573918343,-1.431870461,-1.323868155,-1.311998963,-1.305445433,-1.438803792,-1.808942914,-1.706067681,-1.710966468,-1.850577712,-1.761831522,-1.716630101,-1.764458179,-1.751738191,-1.688932657,-1.701157451
Central African Republic,CAF,Voice and Accountability: Estimate,VA.EST,-0.827540696,-0.681777358,-0.670608699,-1.003465772,-1.248254657,-1.309359193,-0.994375527,-1.014793515,-1.083287358,-0.9880777,-1.00347209,-1.10421741,-1.087498307,-1.241135001,-1.474687338,-1.391003728,-1.223749876,-1.080355525,-1.106176853,-1.20345211,-1.221853852,-1.304422021,-1.194455147,-1.21139431
Chad,TCD,Control of Corruption: Estimate,CC.EST,-1.380423903,-1.336608768,-1.325013876,-1.270305872,-1.465013862,-1.44834578,-1.531993032,-1.361009359,-1.388992548,-1.534189463,-1.412184477,-1.394238591,-1.355160832,-1.330996513,-1.370108247,-1.329005241,-1.381444931,-1.511605382,-1.458002687,-1.404120088,-1.417058945,-1.424788117,-1.495754361,-1.488084197
Chad,TCD,Government Effectiveness: Estimate,GE.EST,-0.636936128,-0.599871159,-0.650617778,-0.888108373,-1.174853325,-1.15154171,-1.396481037,-1.460164189,-1.610059142,-1.554221869,-1.419021964,-1.457101345,-1.374016404,-1.486232638,-1.389189363,-1.509819508,-1.489995956,-1.55864954,-1.510803461,-1.562173605,-1.607048273,-1.510569453,-1.460755944,-1.422905684
Chad,TCD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.998601556,-1.306433678,-1.134754062,-1.559618831,-1.372430205,-1.539456844,-1.442237139,-1.831755042,-1.868080497,-1.965196609,-1.726229668,-1.524827719,-1.318085194,-1.044117332,-1.089472294,-1.568882704,-0.973281741,-1.301894188,-1.286392093,-1.477965355,-1.350407004,-1.255195975,-1.389812827,-1.483703375
Chad,TCD,Regulatory Quality: Estimate,RQ.EST,-1.228221774,-1.200929642,-1.208696246,-1.026069403,-1.049728274,-0.832159936,-1.201513171,-1.080308914,-1.117924452,-1.152502775,-1.074161172,-1.080664158,-1.037201643,-1.069833875,-1.005923748,-1.162166953,-1.223443151,-1.181247473,-1.23040843,-1.124444842,-1.124400854,-1.125309587,-1.171825171,-1.14935708
Chad,TCD,Rule of Law: Estimate,RL.EST,-1.256111383,-1.190580368,-1.130994678,-1.109009862,-1.51830554,-1.333033085,-1.503738165,-1.552998543,-1.543281198,-1.625773191,-1.526721835,-1.513559818,-1.484594107,-1.463904142,-1.397757053,-1.150422812,-1.210497618,-1.406829596,-1.321412563,-1.331208229,-1.314158916,-1.33145833,-1.341388702,-1.372529984
Chad,TCD,Voice and Accountability: Estimate,VA.EST,-0.993629873,-0.972022057,-0.978057504,-0.940512538,-1.103416204,-1.230528593,-1.307716489,-1.418420553,-1.451322198,-1.445906639,-1.398561954,-1.36032784,-1.350031614,-1.342747569,-1.374709487,-1.330803752,-1.33509016,-1.36274147,-1.371380925,-1.464890361,-1.434281111,-1.403182983,-1.417878032,-1.476254106
Chile,CHL,Control of Corruption: Estimate,CC.EST,1.454118729,1.297507286,1.540218115,1.479165316,1.167100906,1.305859327,1.41652751,1.412561893,1.345149994,1.317986846,1.321234822,1.441626906,1.47659266,1.543591261,1.498959064,1.441059232,1.183169365,1.023324966,1.00147748,0.958148718,0.979157269,1.106734037,0.956733346,0.968280137
Chile,CHL,Government Effectiveness: Estimate,GE.EST,1.337976933,1.097435236,1.005559683,1.078486919,1.100245118,1.117753029,1.155609965,0.93773818,1.186738372,1.062142253,1.137571573,1.157241821,1.152272344,1.178443551,1.158450365,1.035442948,0.919540107,0.834684908,0.809503496,0.907250464,0.86359185,0.705384672,0.592204332,0.54677397
Chile,CHL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.676454544,0.033281282,0.485464156,1.088796377,0.761611938,0.691341698,0.842383623,0.613005877,0.406370878,0.431912959,0.602584422,0.67960453,0.452553362,0.331102103,0.36374253,0.447516918,0.424871743,0.402406216,0.406280667,0.412628829,-0.016168356,0.044010442,0.161352158,0.118578859
Chile,CHL,Regulatory Quality: Estimate,RQ.EST,1.542760015,1.375919461,1.404732704,1.318496346,1.333441377,1.367984176,1.312464714,1.423894644,1.485586524,1.502484918,1.427399278,1.415171146,1.440535307,1.536198139,1.48287189,1.484589577,1.319842696,1.363908291,1.325200796,1.300452352,1.158493161,0.948647738,0.936240256,0.978411138
Chile,CHL,Rule of Law: Estimate,RL.EST,1.113738179,1.097601771,1.260923386,1.257240057,1.177210808,1.16569674,1.210211039,1.181291223,1.195187569,1.210357308,1.194090486,1.225415707,1.263338566,1.287656784,1.255251408,1.34896946,1.220056891,0.960226476,0.979842782,0.939828157,0.92345041,0.927434802,0.891350985,0.69040066
Chile,CHL,Voice and Accountability: Estimate,VA.EST,0.722760618,0.619043708,0.888868988,1.087187409,1.056120157,1.225285053,1.292520523,1.08234477,1.104882002,1.01350832,1.016896248,1.095646262,1.073909163,1.076945186,1.106285453,1.055939794,1.004505992,0.995688796,1.000429034,1.025870562,0.981557965,0.992628813,0.958194435,0.972975135
China,CHN,Control of Corruption: Estimate,CC.EST,-0.271189511,-0.353955001,-0.20854871,-0.557897568,-0.39526549,-0.565061569,-0.617887735,-0.518887699,-0.599234641,-0.526307642,-0.519456625,-0.570009887,-0.514727592,-0.438275933,-0.355789781,-0.337421417,-0.299674153,-0.267868012,-0.291190565,-0.286587775,-0.31240508,-0.070956685,0.030393474,0.015970249
China,CHN,Government Effectiveness: Estimate,GE.EST,-0.348653883,-0.198783293,-0.158842877,-0.123097204,-0.147587299,-0.109930389,-0.140640497,0.035788015,0.165997371,0.165779024,0.093242049,0.091844857,0.083608709,0.015367764,-0.004657913,0.35540399,0.417484969,0.356864214,0.416717708,0.496618092,0.544903398,0.644194782,0.809331775,0.495032012
China,CHN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.097848825,-0.394105226,-0.209916875,-0.327627182,-0.565357924,-0.390680671,-0.501756608,-0.540030122,-0.500553727,-0.493088424,-0.451781332,-0.657060683,-0.602054834,-0.53878206,-0.543789923,-0.522584021,-0.552559674,-0.502221346,-0.232558474,-0.298641503,-0.259810865,-0.473098785,-0.516728878,-0.441073626
China,CHN,Regulatory Quality: Estimate,RQ.EST,-0.266652703,-0.267708391,-0.324955195,-0.582765877,-0.392048836,-0.346228838,-0.183769479,-0.258387208,-0.23336342,-0.2183934,-0.298093945,-0.320954978,-0.25913626,-0.284332842,-0.331608176,-0.331334412,-0.354117453,-0.314001739,-0.179300889,-0.228585526,-0.304319978,-0.20264338,-0.332243532,-0.418417633
China,CHN,Rule of Law: Estimate,RL.EST,-0.545589983,-0.476805359,-0.516117156,-0.517029762,-0.553043842,-0.585468709,-0.650172889,-0.699893415,-0.597397745,-0.479174674,-0.463213772,-0.472601861,-0.453809977,-0.545384467,-0.525990129,-0.396166623,-0.409359097,-0.324869663,-0.256216943,-0.186719537,-0.262363702,-0.102287054,0.010760916,-0.041443985
China,CHN,Voice and Accountability: Estimate,VA.EST,-1.361545205,-1.437437773,-1.384080529,-1.594193101,-1.512429118,-1.462463975,-1.500785112,-1.74897027,-1.721250176,-1.699497223,-1.701168418,-1.680547476,-1.637609124,-1.63794148,-1.631408572,-1.616667509,-1.660773635,-1.559570432,-1.503731489,-1.459927917,-1.627334118,-1.658737779,-1.642867684,-1.609574914
Colombia,COL,Control of Corruption: Estimate,CC.EST,-0.512254357,-0.523701608,-0.406262517,-0.264330655,-0.204286307,-0.140631452,-0.145389393,-0.175137788,-0.279160351,-0.261542618,-0.337012529,-0.423333108,-0.317527682,-0.422298342,-0.441052586,-0.397179246,-0.352239668,-0.384032637,-0.429445237,-0.339970648,-0.2831572,-0.251915634,-0.365435123,-0.361808151
Colombia,COL,Government Effectiveness: Estimate,GE.EST,-0.458628893,-0.325808048,-0.403075814,-0.487907588,-0.221860737,-0.215896517,-0.197672158,-0.191516101,-0.05022138,-0.025623215,-0.300557911,-0.123824142,-0.050426964,-0.001164993,0.053505383,-0.135249034,-0.09331242,-0.036480796,-0.140618026,-0.139319524,0.03274988,0.008680122,-0.046658192,0.014415628
Colombia,COL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.6478585,-1.793921709,-1.608960748,-1.956714392,-2.376026869,-2.271226406,-2.057942867,-1.90479672,-1.806527257,-1.853462338,-1.832345843,-1.537184834,-1.284655571,-1.401810408,-1.291971803,-1.114594102,-1.072663784,-0.887163997,-0.779457688,-0.806959629,-0.979467273,-0.701150596,-0.954557538,-0.641925931
Colombia,COL,Regulatory Quality: Estimate,RQ.EST,-0.105487652,-0.168177813,0.091514856,-0.023263086,-0.126518682,-0.086416334,-0.016363759,0.106225543,0.284262538,0.272389978,0.088281721,0.157253936,0.279601455,0.326594681,0.339824229,0.444412023,0.407719731,0.339025348,0.25744912,0.224889174,0.317910939,0.225666419,0.202144697,0.140449166
